competitor,competitor_product,vos_product,vos_url,variant_type,missing_variant,vos_status,vos_closest_variant,competitor_price,competitor_url,match_confidence
ninja-vapes.co.uk,Lost Mary Bm600 Prefilled Pods,lost mary bm600 prefilled replacement pods pack of 2,https://vapeonlinestore.co.uk/products/lost-mary-bm600-prefilled-pods,flavour,cola,not listed on VOS,,24.99,https://www.ninja-vapes.co.uk/product/box-of-10-lost-mary-bm600-prefilled-pods,high
ninja-vapes.co.uk,Lost Mary Bm600 Prefilled Pods,lost mary bm600 prefilled replacement pods pack of 2,https://vapeonlinestore.co.uk/products/lost-mary-bm600-prefilled-pods,flavour,fizzy cherry,not listed on VOS,,24.99,https://www.ninja-vapes.co.uk/product/box-of-10-lost-mary-bm600-prefilled-pods,high
ninja-vapes.co.uk,Lost Mary Bm600 Prefilled Pods,lost mary bm600 prefilled replacement pods pack of 2,https://vapeonlinestore.co.uk/products/lost-mary-bm600-prefilled-pods,flavour,fizzy pineapple,not listed on VOS,,24.99,https://www.ninja-vapes.co.uk/product/box-of-10-lost-mary-bm600-prefilled-pods,high
ninja-vapes.co.uk,Lost Mary Bm600 Prefilled Pods,lost mary bm600 prefilled replacement pods pack of 2,https://vapeonlinestore.co.uk/products/lost-mary-bm600-prefilled-pods,flavour,kiwi passion fruit guava,not listed on VOS,,24.99,https://www.ninja-vapes.co.uk/product/box-of-10-lost-mary-bm600-prefilled-pods,high
ninja-vapes.co.uk,Lost Mary Bm600 Prefilled Pods,lost mary bm600 prefilled replacement pods pack of 2,https://vapeonlinestore.co.uk/products/lost-mary-bm600-prefilled-pods,flavour,strawberry banana,not listed on VOS,,24.99,https://www.ninja-vapes.co.uk/product/box-of-10-lost-mary-bm600-prefilled-pods,high
ninja-vapes.co.uk,Lost Mary Bm600 Prefilled Pods,lost mary bm600 prefilled replacement pods pack of 2,https://vapeonlinestore.co.uk/products/lost-mary-bm600-prefilled-pods,flavour,strawberry raspberry cherry,not listed on VOS,,24.99,https://www.ninja-vapes.co.uk/product/box-of-10-lost-mary-bm600-prefilled-pods,high
ninja-vapes.co.uk,lost mary nera 15k puffs fullview pod kit,lost mary nera 15k prefilled pod kit,https://vapeonlinestore.co.uk/products/lost-mary-nera-15k,flavour,blueberry cherry cranberry,not listed on VOS,,8.99,https://www.ninja-vapes.co.uk/product/lost-mary-nera-15k,medium
ninja-vapes.co.uk,lost mary nera 15k puffs fullview pod kit,lost mary nera 15k prefilled pod kit,https://vapeonlinestore.co.uk/products/lost-mary-nera-15k,flavour,cherry cola,not listed on VOS,,8.99,https://www.ninja-vapes.co.uk/product/lost-mary-nera-15k,medium
ninja-vapes.co.uk,lost mary nera 15k puffs fullview pod kit,lost mary nera 15k prefilled pod kit,https://vapeonlinestore.co.uk/products/lost-mary-nera-15k,flavour,dubai chocolate,not listed on VOS,,8.99,https://www.ninja-vapes.co.uk/product/lost-mary-nera-15k,medium
ninja-vapes.co.uk,lost mary nera 15k puffs fullview pod kit,lost mary nera 15k prefilled pod kit,https://vapeonlinestore.co.uk/products/lost-mary-nera-15k,flavour,fizzy pineapple,not listed on VOS,,8.99,https://www.ninja-vapes.co.uk/product/lost-mary-nera-15k,medium
ninja-vapes.co.uk,lost mary nera 15k puffs fullview pod kit,lost mary nera 15k prefilled pod kit,https://vapeonlinestore.co.uk/products/lost-mary-nera-15k,flavour,gami grape,not listed on VOS,,8.99,https://www.ninja-vapes.co.uk/product/lost-mary-nera-15k,medium
ninja-vapes.co.uk,lost mary nera 15k puffs fullview pod kit,lost mary nera 15k prefilled pod kit,https://vapeonlinestore.co.uk/products/lost-mary-nera-15k,flavour,gami rare,not listed on VOS,,8.99,https://www.ninja-vapes.co.uk/product/lost-mary-nera-15k,medium
ninja-vapes.co.uk,lost mary nera 15k puffs fullview pod kit,lost mary nera 15k prefilled pod kit,https://vapeonlinestore.co.uk/products/lost-mary-nera-15k,flavour,grape berry,not listed on VOS,,8.99,https://www.ninja-vapes.co.uk/product/lost-mary-nera-15k,medium
ninja-vapes.co.uk,lost mary nera 15k puffs fullview pod kit,lost mary nera 15k prefilled pod kit,https://vapeonlinestore.co.uk/products/lost-mary-nera-15k,flavour,grape ice,not listed on VOS,,8.99,https://www.ninja-vapes.co.uk/product/lost-mary-nera-15k,medium
ninja-vapes.co.uk,lost mary nera 15k puffs fullview pod kit,lost mary nera 15k prefilled pod kit,https://vapeonlinestore.co.uk/products/lost-mary-nera-15k,flavour,lemon lime,not listed on VOS,,8.99,https://www.ninja-vapes.co.uk/product/lost-mary-nera-15k,medium
ninja-vapes.co.uk,lost mary nera 15k puffs fullview pod kit,lost mary nera 15k prefilled pod kit,https://vapeonlinestore.co.uk/products/lost-mary-nera-15k,flavour,mango dragon fruit,not listed on VOS,,8.99,https://www.ninja-vapes.co.uk/product/lost-mary-nera-15k,medium
ninja-vapes.co.uk,lost mary nera 15k puffs fullview pod kit,lost mary nera 15k prefilled pod kit,https://vapeonlinestore.co.uk/products/lost-mary-nera-15k,flavour,mango peach papaya,not listed on VOS,,8.99,https://www.ninja-vapes.co.uk/product/lost-mary-nera-15k,medium
ninja-vapes.co.uk,lost mary nera 15k puffs fullview pod kit,lost mary nera 15k prefilled pod kit,https://vapeonlinestore.co.uk/products/lost-mary-nera-15k,flavour,mint,not listed on VOS,,8.99,https://www.ninja-vapes.co.uk/product/lost-mary-nera-15k,medium
ninja-vapes.co.uk,lost mary nera 15k puffs fullview pod kit,lost mary nera 15k prefilled pod kit,https://vapeonlinestore.co.uk/products/lost-mary-nera-15k,flavour,pink lemonade,not listed on VOS,,8.99,https://www.ninja-vapes.co.uk/product/lost-mary-nera-15k,medium
ninja-vapes.co.uk,lost mary nera 15k puffs fullview pod kit,lost mary nera 15k prefilled pod kit,https://vapeonlinestore.co.uk/products/lost-mary-nera-15k,flavour,raspberry watermelon,not listed on VOS,,8.99,https://www.ninja-vapes.co.uk/product/lost-mary-nera-15k,medium
ninja-vapes.co.uk,lost mary nera 15k puffs fullview pod kit,lost mary nera 15k prefilled pod kit,https://vapeonlinestore.co.uk/products/lost-mary-nera-15k,flavour,sakura grape,not listed on VOS,,8.99,https://www.ninja-vapes.co.uk/product/lost-mary-nera-15k,medium
ninja-vapes.co.uk,lost mary nera 15k puffs fullview pod kit,lost mary nera 15k prefilled pod kit,https://vapeonlinestore.co.uk/products/lost-mary-nera-15k,flavour,strawberry dragon fruit,not listed on VOS,,8.99,https://www.ninja-vapes.co.uk/product/lost-mary-nera-15k,medium
ninja-vapes.co.uk,lost mary nera 15k puffs fullview pod kit,lost mary nera 15k prefilled pod kit,https://vapeonlinestore.co.uk/products/lost-mary-nera-15k,flavour,strawberry raspberry cherry,not listed on VOS,,8.99,https://www.ninja-vapes.co.uk/product/lost-mary-nera-15k,medium
ninja-vapes.co.uk,lost mary nera 15k puffs fullview pod kit,lost mary nera 15k prefilled pod kit,https://vapeonlinestore.co.uk/products/lost-mary-nera-15k,flavour,strawberry raspberry ice,not listed on VOS,,8.99,https://www.ninja-vapes.co.uk/product/lost-mary-nera-15k,medium
ninja-vapes.co.uk,lost mary nera 15k puffs fullview pod kit,lost mary nera 15k prefilled pod kit,https://vapeonlinestore.co.uk/products/lost-mary-nera-15k,flavour,strawberry watermelon,not listed on VOS,,8.99,https://www.ninja-vapes.co.uk/product/lost-mary-nera-15k,medium
ninja-vapes.co.uk,lost mary nera 15k pureview refill pod,lost mary nera 15k pureview prefilled pods,https://vapeonlinestore.co.uk/products/lost-mary-nera-15k-pureview-pods,flavour,blue raspberry lemonade fullview,not listed on VOS,,5.99,https://www.ninja-vapes.co.uk/product/lost-mary-nera-15k-pureview-refill-pods,high
ninja-vapes.co.uk,lost mary nera 15k pureview refill pod,lost mary nera 15k pureview prefilled pods,https://vapeonlinestore.co.uk/products/lost-mary-nera-15k-pureview-pods,flavour,blueberry cherry blackberry fullview,not listed on VOS,,5.99,https://www.ninja-vapes.co.uk/product/lost-mary-nera-15k-pureview-refill-pods,high
ninja-vapes.co.uk,lost mary nera 15k pureview refill pod,lost mary nera 15k pureview prefilled pods,https://vapeonlinestore.co.uk/products/lost-mary-nera-15k-pureview-pods,flavour,blueberry raspberry gami fullview,not listed on VOS,,5.99,https://www.ninja-vapes.co.uk/product/lost-mary-nera-15k-pureview-refill-pods,high
ninja-vapes.co.uk,lost mary nera 15k pureview refill pod,lost mary nera 15k pureview prefilled pods,https://vapeonlinestore.co.uk/products/lost-mary-nera-15k-pureview-pods,flavour,blueberry raspberry ice fullview,not listed on VOS,,5.99,https://www.ninja-vapes.co.uk/product/lost-mary-nera-15k-pureview-refill-pods,high
ninja-vapes.co.uk,lost mary nera 15k pureview refill pod,lost mary nera 15k pureview prefilled pods,https://vapeonlinestore.co.uk/products/lost-mary-nera-15k-pureview-pods,flavour,blueberry sour raspberry fullview,not listed on VOS,,5.99,https://www.ninja-vapes.co.uk/product/lost-mary-nera-15k-pureview-refill-pods,high
ninja-vapes.co.uk,lost mary nera 15k pureview refill pod,lost mary nera 15k pureview prefilled pods,https://vapeonlinestore.co.uk/products/lost-mary-nera-15k-pureview-pods,flavour,cherry cola fullview,not listed on VOS,,5.99,https://www.ninja-vapes.co.uk/product/lost-mary-nera-15k-pureview-refill-pods,high
ninja-vapes.co.uk,lost mary nera 15k pureview refill pod,lost mary nera 15k pureview prefilled pods,https://vapeonlinestore.co.uk/products/lost-mary-nera-15k-pureview-pods,flavour,cherry ice fullview,not listed on VOS,,5.99,https://www.ninja-vapes.co.uk/product/lost-mary-nera-15k-pureview-refill-pods,high
ninja-vapes.co.uk,lost mary nera 15k pureview refill pod,lost mary nera 15k pureview prefilled pods,https://vapeonlinestore.co.uk/products/lost-mary-nera-15k-pureview-pods,flavour,cola fullview,not listed on VOS,,5.99,https://www.ninja-vapes.co.uk/product/lost-mary-nera-15k-pureview-refill-pods,high
ninja-vapes.co.uk,lost mary nera 15k pureview refill pod,lost mary nera 15k pureview prefilled pods,https://vapeonlinestore.co.uk/products/lost-mary-nera-15k-pureview-pods,flavour,dubai chocolate fullview,not listed on VOS,,5.99,https://www.ninja-vapes.co.uk/product/lost-mary-nera-15k-pureview-refill-pods,high
ninja-vapes.co.uk,lost mary nera 15k pureview refill pod,lost mary nera 15k pureview prefilled pods,https://vapeonlinestore.co.uk/products/lost-mary-nera-15k-pureview-pods,flavour,fizzy cherry fullview,not listed on VOS,,5.99,https://www.ninja-vapes.co.uk/product/lost-mary-nera-15k-pureview-refill-pods,high
ninja-vapes.co.uk,lost mary nera 15k pureview refill pod,lost mary nera 15k pureview prefilled pods,https://vapeonlinestore.co.uk/products/lost-mary-nera-15k-pureview-pods,flavour,fizzy pineapple fullview,not listed on VOS,,5.99,https://www.ninja-vapes.co.uk/product/lost-mary-nera-15k-pureview-refill-pods,high
ninja-vapes.co.uk,lost mary nera 15k pureview refill pod,lost mary nera 15k pureview prefilled pods,https://vapeonlinestore.co.uk/products/lost-mary-nera-15k-pureview-pods,flavour,gami grape fullview,not listed on VOS,,5.99,https://www.ninja-vapes.co.uk/product/lost-mary-nera-15k-pureview-refill-pods,high
ninja-vapes.co.uk,lost mary nera 15k pureview refill pod,lost mary nera 15k pureview prefilled pods,https://vapeonlinestore.co.uk/products/lost-mary-nera-15k-pureview-pods,flavour,grape berry fullview,not listed on VOS,,5.99,https://www.ninja-vapes.co.uk/product/lost-mary-nera-15k-pureview-refill-pods,high
ninja-vapes.co.uk,lost mary nera 15k pureview refill pod,lost mary nera 15k pureview prefilled pods,https://vapeonlinestore.co.uk/products/lost-mary-nera-15k-pureview-pods,flavour,grape ice fullview,not listed on VOS,,5.99,https://www.ninja-vapes.co.uk/product/lost-mary-nera-15k-pureview-refill-pods,high
ninja-vapes.co.uk,lost mary nera 15k pureview refill pod,lost mary nera 15k pureview prefilled pods,https://vapeonlinestore.co.uk/products/lost-mary-nera-15k-pureview-pods,flavour,juicy peach fullview,not listed on VOS,,5.99,https://www.ninja-vapes.co.uk/product/lost-mary-nera-15k-pureview-refill-pods,high
ninja-vapes.co.uk,lost mary nera 15k pureview refill pod,lost mary nera 15k pureview prefilled pods,https://vapeonlinestore.co.uk/products/lost-mary-nera-15k-pureview-pods,flavour,kiwi passion fruit guava fullview,not listed on VOS,,5.99,https://www.ninja-vapes.co.uk/product/lost-mary-nera-15k-pureview-refill-pods,high
ninja-vapes.co.uk,lost mary nera 15k pureview refill pod,lost mary nera 15k pureview prefilled pods,https://vapeonlinestore.co.uk/products/lost-mary-nera-15k-pureview-pods,flavour,lemon lime fullview,not listed on VOS,,5.99,https://www.ninja-vapes.co.uk/product/lost-mary-nera-15k-pureview-refill-pods,high
ninja-vapes.co.uk,lost mary nera 15k pureview refill pod,lost mary nera 15k pureview prefilled pods,https://vapeonlinestore.co.uk/products/lost-mary-nera-15k-pureview-pods,flavour,mango dragon fruit fullview,not listed on VOS,,5.99,https://www.ninja-vapes.co.uk/product/lost-mary-nera-15k-pureview-refill-pods,high
ninja-vapes.co.uk,lost mary nera 15k pureview refill pod,lost mary nera 15k pureview prefilled pods,https://vapeonlinestore.co.uk/products/lost-mary-nera-15k-pureview-pods,flavour,mango peach papaya fullview,not listed on VOS,,5.99,https://www.ninja-vapes.co.uk/product/lost-mary-nera-15k-pureview-refill-pods,high
ninja-vapes.co.uk,lost mary nera 15k pureview refill pod,lost mary nera 15k pureview prefilled pods,https://vapeonlinestore.co.uk/products/lost-mary-nera-15k-pureview-pods,flavour,mint fullview,not listed on VOS,,5.99,https://www.ninja-vapes.co.uk/product/lost-mary-nera-15k-pureview-refill-pods,high
ninja-vapes.co.uk,lost mary nera 15k pureview refill pod,lost mary nera 15k pureview prefilled pods,https://vapeonlinestore.co.uk/products/lost-mary-nera-15k-pureview-pods,flavour,orange bruu fullview,not listed on VOS,,5.99,https://www.ninja-vapes.co.uk/product/lost-mary-nera-15k-pureview-refill-pods,high
ninja-vapes.co.uk,lost mary nera 15k pureview refill pod,lost mary nera 15k pureview prefilled pods,https://vapeonlinestore.co.uk/products/lost-mary-nera-15k-pureview-pods,flavour,pineapple ice fullview,not listed on VOS,,5.99,https://www.ninja-vapes.co.uk/product/lost-mary-nera-15k-pureview-refill-pods,high
ninja-vapes.co.uk,lost mary nera 15k pureview refill pod,lost mary nera 15k pureview prefilled pods,https://vapeonlinestore.co.uk/products/lost-mary-nera-15k-pureview-pods,flavour,pineapple peach mango fullview,not listed on VOS,,5.99,https://www.ninja-vapes.co.uk/product/lost-mary-nera-15k-pureview-refill-pods,high
ninja-vapes.co.uk,lost mary nera 15k pureview refill pod,lost mary nera 15k pureview prefilled pods,https://vapeonlinestore.co.uk/products/lost-mary-nera-15k-pureview-pods,flavour,pink lemonade fullview,not listed on VOS,,5.99,https://www.ninja-vapes.co.uk/product/lost-mary-nera-15k-pureview-refill-pods,high
ninja-vapes.co.uk,lost mary nera 15k pureview refill pod,lost mary nera 15k pureview prefilled pods,https://vapeonlinestore.co.uk/products/lost-mary-nera-15k-pureview-pods,flavour,raspberry watermelon fullview,not listed on VOS,,5.99,https://www.ninja-vapes.co.uk/product/lost-mary-nera-15k-pureview-refill-pods,high
ninja-vapes.co.uk,lost mary nera 15k pureview refill pod,lost mary nera 15k pureview prefilled pods,https://vapeonlinestore.co.uk/products/lost-mary-nera-15k-pureview-pods,flavour,sparkling cherry fullview,not listed on VOS,,5.99,https://www.ninja-vapes.co.uk/product/lost-mary-nera-15k-pureview-refill-pods,high
ninja-vapes.co.uk,lost mary nera 15k pureview refill pod,lost mary nera 15k pureview prefilled pods,https://vapeonlinestore.co.uk/products/lost-mary-nera-15k-pureview-pods,flavour,strawberry dragon fruit fullview,not listed on VOS,,5.99,https://www.ninja-vapes.co.uk/product/lost-mary-nera-15k-pureview-refill-pods,high
ninja-vapes.co.uk,lost mary nera 15k pureview refill pod,lost mary nera 15k pureview prefilled pods,https://vapeonlinestore.co.uk/products/lost-mary-nera-15k-pureview-pods,flavour,strawberry ice fullview,not listed on VOS,,5.99,https://www.ninja-vapes.co.uk/product/lost-mary-nera-15k-pureview-refill-pods,high
ninja-vapes.co.uk,lost mary nera 15k pureview refill pod,lost mary nera 15k pureview prefilled pods,https://vapeonlinestore.co.uk/products/lost-mary-nera-15k-pureview-pods,flavour,strawberry raspberry cherry fullview,not listed on VOS,,5.99,https://www.ninja-vapes.co.uk/product/lost-mary-nera-15k-pureview-refill-pods,high
ninja-vapes.co.uk,lost mary nera 15k pureview refill pod,lost mary nera 15k pureview prefilled pods,https://vapeonlinestore.co.uk/products/lost-mary-nera-15k-pureview-pods,flavour,strawberry raspberry ice fullview,not listed on VOS,,5.99,https://www.ninja-vapes.co.uk/product/lost-mary-nera-15k-pureview-refill-pods,high
ninja-vapes.co.uk,lost mary nera 15k pureview refill pod,lost mary nera 15k pureview prefilled pods,https://vapeonlinestore.co.uk/products/lost-mary-nera-15k-pureview-pods,flavour,strawberry watermelon fullview,not listed on VOS,,5.99,https://www.ninja-vapes.co.uk/product/lost-mary-nera-15k-pureview-refill-pods,high
ninja-vapes.co.uk,lost mary nera 15k pureview refill pod,lost mary nera 15k pureview prefilled pods,https://vapeonlinestore.co.uk/products/lost-mary-nera-15k-pureview-pods,flavour,summer grape fullview,not listed on VOS,,5.99,https://www.ninja-vapes.co.uk/product/lost-mary-nera-15k-pureview-refill-pods,high
ninja-vapes.co.uk,lost mary nera 15k pureview refill pod,lost mary nera 15k pureview prefilled pods,https://vapeonlinestore.co.uk/products/lost-mary-nera-15k-pureview-pods,flavour,triple mango fullview,not listed on VOS,,5.99,https://www.ninja-vapes.co.uk/product/lost-mary-nera-15k-pureview-refill-pods,high
ninja-vapes.co.uk,lost mary nera 15k pureview refill pod,lost mary nera 15k pureview prefilled pods,https://vapeonlinestore.co.uk/products/lost-mary-nera-15k-pureview-pods,flavour,watermelon ice fullview,not listed on VOS,,5.99,https://www.ninja-vapes.co.uk/product/lost-mary-nera-15k-pureview-refill-pods,high
ninja-vapes.co.uk,Lost Mary Nera 30000 Pureview Pod Kit,lost mary nera 30k pureview prefilled pod kit,https://vapeonlinestore.co.uk/products/lost-mary-nera-30k-pureview,flavour,apple pureview,not listed on VOS,,109.99,https://www.ninja-vapes.co.uk/product/box-of-10-lost-mary-nera-30k-pureview-pod-kit,high
ninja-vapes.co.uk,Lost Mary Nera 30000 Pureview Pod Kit,lost mary nera 30k pureview prefilled pod kit,https://vapeonlinestore.co.uk/products/lost-mary-nera-30k-pureview,flavour,berry fullview,not listed on VOS,,109.99,https://www.ninja-vapes.co.uk/product/box-of-10-lost-mary-nera-30k-pureview-pod-kit,high
ninja-vapes.co.uk,Lost Mary Nera 30000 Pureview Pod Kit,lost mary nera 30k pureview prefilled pod kit,https://vapeonlinestore.co.uk/products/lost-mary-nera-30k-pureview,flavour,blackcurrant fullview,not listed on VOS,,109.99,https://www.ninja-vapes.co.uk/product/box-of-10-lost-mary-nera-30k-pureview-pod-kit,high
